Time,Temperature
2024-12-03 07:38:00,6.39 °C
2024-12-03 07:53:00,6.72 °C
2024-12-03 08:08:00,7.01 °C
2024-12-03 08:23:00,7.06 °C
2024-12-03 08:39:00,7.07 °C
2024-12-03 08:54:00,6.55 °C
2024-12-03 09:09:00,6.56 °C
2024-12-03 09:24:00,6.71 °C
2024-12-03 09:39:00,6.71 °C
2024-12-03 09:54:00,6.71 °C
2024-12-03 10:10:00,6.71 °C
2024-12-03 10:25:00,6.71 °C
2024-12-03 10:40:00,6.71 °C
2024-12-03 10:55:00,6.91 °C
2024-12-03 11:10:00,7.21 °C
2024-12-03 11:25:00,6.91 °C
2024-12-03 11:40:00,7.23 °C
2024-12-03 11:41:00,7.23 °C
2024-12-03 11:56:00,7.21 °C
2024-12-03 12:11:00,7.11 °C
2024-12-03 12:26:00,6.78 °C
2024-12-03 12:41:00,6.78 °C
2024-12-03 12:56:00,6.95 °C
2024-12-03 13:11:00,6.79 °C
2024-12-03 13:27:00,6.57 °C
2024-12-03 13:42:00,6.75 °C
2024-12-03 13:57:00,6.56 °C
2024-12-03 14:12:00,6.56 °C
2024-12-03 14:27:00,6.73 °C
2024-12-03 14:42:00,6.45 °C
2024-12-03 14:58:00,6.54 °C
2024-12-03 15:13:00,6.57 °C
2024-12-03 15:28:00,6.57 °C
2024-12-03 15:43:00,6.57 °C
2024-12-03 15:58:00,6.23 °C
2024-12-03 16:13:00,6.33 °C
2024-12-03 16:29:00,6.33 °C
2024-12-03 16:44:00,5.97 °C
2024-12-03 16:59:00,6.04 °C
2024-12-03 17:14:00,6.03 °C
2024-12-03 17:29:00,6.03 °C
2024-12-03 17:44:00,5.88 °C
2024-12-03 18:00:00,6.03 °C
2024-12-03 18:15:00,5.55 °C
2024-12-03 18:30:00,5.47 °C
2024-12-03 18:45:00,5.47 °C
2024-12-03 19:00:00,5.58 °C
2024-12-03 19:15:00,5.58 °C
2024-12-03 19:31:00,5.57 °C
2024-12-03 19:46:00,5.57 °C
2024-12-03 20:01:00,5.52 °C
2024-12-03 20:16:00,5.51 °C
2024-12-03 20:31:00,5.51 °C
2024-12-03 20:46:00,4.91 °C
2024-12-03 21:02:00,5.22 °C
2024-12-03 21:17:00,5.22 °C
2024-12-03 21:32:00,5.17 °C
2024-12-03 21:47:00,5.11 °C
2024-12-03 22:02:00,4.81 °C
2024-12-03 22:17:00,4.81 °C
2024-12-03 22:32:00,4.81 °C
2024-12-03 22:33:00,4.81 °C
2024-12-03 22:48:00,4.81 °C
2024-12-03 23:03:00,4.89 °C
2024-12-03 23:18:00,4.89 °C
2024-12-03 23:33:00,4.79 °C
2024-12-03 23:48:00,4.79 °C
2024-12-04 00:03:00,4.32 °C
2024-12-04 00:04:00,4.32 °C
2024-12-04 00:19:00,4.38 °C
2024-12-04 00:34:00,4.32 °C
2024-12-04 00:49:00,4.32 °C
2024-12-04 01:04:00,4.32 °C
2024-12-04 01:19:00,4.46 °C
2024-12-04 01:34:00,5.94 °C
2024-12-04 01:50:00,5.94 °C
2024-12-04 02:05:00,5.69 °C
2024-12-04 02:20:00,3.85 °C
2024-12-04 02:35:00,5.5 °C
2024-12-04 02:50:00,3.91 °C
2024-12-04 03:05:00,5.5 °C
2024-12-04 03:21:00,3.91 °C
2024-12-04 03:36:00,3.91 °C
2024-12-04 03:51:00,2.23 °C
2024-12-04 04:06:00,2.99 °C
2024-12-04 04:21:00,4.91 °C
2024-12-04 04:36:00,3.37 °C
2024-12-04 04:52:00,4.96 °C
2024-12-04 05:07:00,5.4 °C
2024-12-04 05:22:00,3.03 °C
2024-12-04 05:37:00,3.03 °C
2024-12-04 05:52:00,3.03 °C
2024-12-04 06:07:00,4.93 °C
2024-12-04 06:23:00,4.93 °C
2024-12-04 06:38:00,4.92 °C
2024-12-04 06:53:00,2.88 °C
2024-12-04 07:08:00,2.88 °C
2024-12-04 07:23:00,2.9 °C
2024-12-04 07:38:00,4.8 °C
2024-12-04 07:54:00,4.8 °C
2024-12-04 08:09:00,4.81 °C
2024-12-04 08:24:00,4.82 °C
2024-12-04 08:39:00,5.51 °C
2024-12-04 08:54:00,5.02 °C
2024-12-04 09:09:00,4.26 °C
2024-12-04 09:24:00,3.52 °C
2024-12-04 09:40:00,3.55 °C
2024-12-04 09:55:00,3.55 °C
2024-12-04 10:10:00,4.07 °C
2024-12-04 10:25:00,4.19 °C
2024-12-04 10:40:00,4.51 °C
2024-12-04 10:55:00,4.44 °C
2024-12-04 11:11:00,5.08 °C
2024-12-04 11:26:00,4.99 °C
2024-12-04 11:41:00,5.5 °C
2024-12-04 11:56:00,5.59 °C
2024-12-04 12:11:00,5.5 °C
2024-12-04 12:26:00,5.5 °C
2024-12-04 12:42:00,7.54 °C
2024-12-04 12:57:00,6.87 °C
2024-12-04 13:12:00,7.31 °C
2024-12-04 13:27:00,7.56 °C
2024-12-04 13:42:00,5.56 °C
2024-12-04 13:57:00,7.29 °C
2024-12-04 14:13:00,7.3 °C
2024-12-04 14:28:00,5.1 °C
2024-12-04 14:43:00,5.02 °C
2024-12-04 14:58:00,4.68 °C
2024-12-04 15:13:00,4.68 °C
2024-12-04 15:28:00,4.91 °C
2024-12-04 15:44:00,4.13 °C
2024-12-04 15:59:00,3.91 °C
2024-12-04 16:14:00,3.57 °C
2024-12-04 16:29:00,3.55 °C
2024-12-04 16:44:00,3.01 °C
2024-12-04 16:59:00,3 °C
2024-12-04 17:15:00,3.25 °C
2024-12-04 17:30:00,2.71 °C
2024-12-04 17:45:00,2.44 °C
2024-12-04 18:00:00,2.54 °C
2024-12-04 18:15:00,2.37 °C
2024-12-04 18:31:00,2.37 °C
2024-12-04 18:46:00,2.03 °C
2024-12-04 19:01:00,1.58 °C
2024-12-04 19:16:00,1.56 °C
2024-12-04 19:31:00,1.56 °C
2024-12-04 19:46:00,1.01 °C
2024-12-04 20:01:00,1.01 °C
2024-12-04 20:17:00,0.99 °C
2024-12-04 20:32:00,0.91 °C
2024-12-04 20:47:00,0.46 °C
2024-12-04 21:02:00,0.45 °C
2024-12-04 21:17:00,0.45 °C
2024-12-04 21:32:00,-0.01 °C
2024-12-04 21:48:00,-0.01 °C
2024-12-04 22:03:00,-0.55 °C
2024-12-04 22:18:00,-0.55 °C
2024-12-04 22:33:00,-0.55 °C
2024-12-04 22:48:00,-0.55 °C
2024-12-04 23:03:00,-0.64 °C
2024-12-04 23:19:00,-0.64 °C
2024-12-04 23:34:00,-0.64 °C
2024-12-04 23:49:00,-0.64 °C
2024-12-05 00:04:00,-0.64 °C
2024-12-05 00:19:00,-0.73 °C
2024-12-05 00:34:00,-0.76 °C
2024-12-05 00:50:00,-0.76 °C
2024-12-05 01:05:00,-0.76 °C
2024-12-05 01:20:00,-0.76 °C
2024-12-05 01:35:00,-1.24 °C
2024-12-05 01:50:00,-1.32 °C
2024-12-05 02:05:00,-1.32 °C
2024-12-05 02:21:00,-1.79 °C
2024-12-05 02:36:00,-1.5 °C
2024-12-05 02:51:00,-1.5 °C
2024-12-05 03:06:00,-1.86 °C
2024-12-05 03:21:00,-0.95 °C
2024-12-05 03:36:00,-0.95 °C
2024-12-05 03:52:00,-0.24 °C
2024-12-05 04:07:00,-0.24 °C
2024-12-05 04:22:00,-0.54 °C
2024-12-05 04:37:00,-0.54 °C
2024-12-05 04:52:00,-0.84 °C
2024-12-05 05:07:00,-0.54 °C
2024-12-05 05:22:00,-0.54 °C
2024-12-05 05:38:00,-0.54 °C
2024-12-05 05:53:00,-0.2 °C
2024-12-05 06:08:00,-0.84 °C
2024-12-05 06:23:00,-0.79 °C
2024-12-05 06:38:00,-0.9 °C
2024-12-05 06:53:00,-0.9 °C
2024-12-05 07:09:00,-0.9 °C
2024-12-05 07:24:00,-0.66 °C
2024-12-05 07:39:00,-0.29 °C
2024-12-05 07:54:00,1.04 °C
2024-12-05 08:09:00,0.49 °C
2024-12-05 08:24:00,1.74 °C
2024-12-05 08:40:00,2.58 °C
2024-12-05 08:55:00,3.14 °C
2024-12-05 09:10:00,0.76 °C
2024-12-05 09:25:00,1.32 °C
2024-12-05 09:40:00,3.13 °C
2024-12-05 09:55:00,3.27 °C
2024-12-05 10:11:00,3.26 °C
2024-12-05 10:26:00,4.52 °C
2024-12-05 10:41:00,4.53 °C
2024-12-05 10:56:00,4.71 °C
2024-12-05 11:11:00,4.71 °C
2024-12-05 11:26:00,4.65 °C
2024-12-05 11:42:00,3.67 °C
2024-12-05 11:57:00,4.62 °C
2024-12-05 12:12:00,4.39 °C
2024-12-05 12:27:00,4.94 °C
2024-12-05 12:42:00,4.94 °C
2024-12-05 12:57:00,5.23 °C
2024-12-05 13:12:00,4.92 °C
2024-12-05 13:28:00,4.76 °C
2024-12-05 13:43:00,4.68 °C
2024-12-05 13:58:00,4.36 °C
2024-12-05 14:13:00,4.69 °C
2024-12-05 14:28:00,4.29 °C
2024-12-05 14:43:00,4.19 °C
2024-12-05 14:59:00,4.19 °C
2024-12-05 15:14:00,4.19 °C
2024-12-05 15:29:00,4.28 °C
2024-12-05 15:44:00,3.75 °C
2024-12-05 15:59:00,3.73 °C
2024-12-05 16:14:00,3.73 °C
2024-12-05 16:30:00,4.08 °C
2024-12-05 16:45:00,3.2 °C
2024-12-05 17:00:00,3.14 °C
2024-12-05 17:15:00,3.63 °C
2024-12-05 17:30:00,3.62 °C
2024-12-05 17:46:00,3.63 °C
2024-12-05 18:01:00,3.63 °C
2024-12-05 18:16:00,3.63 °C
2024-12-05 18:31:00,4.16 °C
2024-12-05 18:46:00,4.16 °C
2024-12-05 19:01:00,4.18 °C
2024-12-05 19:17:00,4.26 °C
2024-12-05 19:32:00,4.27 °C
2024-12-05 19:47:00,4.27 °C
2024-12-05 20:02:00,4.36 °C
2024-12-05 20:17:00,4.36 °C
2024-12-05 20:32:00,4.81 °C
2024-12-05 20:48:00,5.18 °C
2024-12-05 21:03:00,5.18 °C
2024-12-05 21:18:00,6.63 °C
2024-12-05 21:33:00,6.95 °C
2024-12-05 21:48:00,6.95 °C
2024-12-05 22:03:00,7.23 °C
2024-12-05 22:19:00,7.23 °C
2024-12-05 22:34:00,7.55 °C
2024-12-05 22:49:00,6.78 °C
2024-12-05 23:04:00,7.25 °C
2024-12-05 23:19:00,7 °C
2024-12-05 23:34:00,6.97 °C
2024-12-05 23:50:00,7.79 °C
2024-12-06 00:05:00,7.53 °C
2024-12-06 00:20:00,7.55 °C
2024-12-06 00:35:00,7.53 °C
2024-12-06 00:50:00,7.53 °C
2024-12-06 01:05:00,7.41 °C
2024-12-06 01:21:00,7.42 °C
2024-12-06 01:36:00,7.79 °C
2024-12-06 01:51:00,7.64 °C
2024-12-06 02:06:00,7.64 °C
2024-12-06 02:21:00,8.09 °C
2024-12-06 02:36:00,8.09 °C
2024-12-06 02:51:00,8.35 °C
2024-12-06 02:52:00,8.35 °C
2024-12-06 03:07:00,8.18 °C
2024-12-06 03:22:00,9.4 °C
2024-12-06 03:37:00,9.4 °C
2024-12-06 03:52:00,8.2 °C
2024-12-06 04:07:00,9.73 °C
2024-12-06 04:22:00,9.73 °C
2024-12-06 04:38:00,9.73 °C
2024-12-06 04:53:00,9.72 °C
2024-12-06 05:08:00,9.71 °C
2024-12-06 05:23:00,9.27 °C
2024-12-06 05:38:00,9.19 °C
2024-12-06 05:53:00,8.98 °C
2024-12-06 06:09:00,8.44 °C
2024-12-06 06:24:00,8.35 °C
2024-12-06 06:39:00,9.37 °C
2024-12-06 06:54:00,7.87 °C
2024-12-06 07:09:00,7.86 °C
2024-12-06 07:24:00,7.92 °C
2024-12-06 07:40:00,7.92 °C
2024-12-06 07:55:00,8.2 °C
2024-12-06 08:10:00,7.77 °C
2024-12-06 08:25:00,8.21 °C
2024-12-06 08:40:00,8.41 °C
2024-12-06 08:55:00,8.41 °C
2024-12-06 09:11:00,8.41 °C
2024-12-06 09:26:00,8.41 °C
2024-12-06 09:41:00,8.4 °C
2024-12-06 09:56:00,8.4 °C
2024-12-06 10:11:00,8.22 °C
2024-12-06 10:26:00,8.21 °C
2024-12-06 10:41:00,8.39 °C
2024-12-06 10:42:00,8.39 °C
2024-12-06 10:57:00,8.21 °C
2024-12-06 11:12:00,8.79 °C
2024-12-06 11:27:00,8.94 °C
2024-12-06 11:42:00,8.76 °C
2024-12-06 11:57:00,8.78 °C
2024-12-06 12:13:00,9.22 °C
2024-12-06 12:28:00,9.67 °C
2024-12-06 12:43:00,9.67 °C
2024-12-06 12:58:00,9.72 °C
2024-12-06 13:13:00,9.3 °C
2024-12-06 13:28:00,9.72 °C
2024-12-06 13:44:00,9.65 °C
2024-12-06 13:59:00,9.32 °C
2024-12-06 14:14:00,8.9 °C
2024-12-06 14:29:00,8.9 °C
2024-12-06 14:44:00,8.68 °C
2024-12-06 14:59:00,8.21 °C
2024-12-06 15:15:00,8.26 °C
2024-12-06 15:30:00,8.07 °C
2024-12-06 15:45:00,8.25 °C
2024-12-06 16:00:00,8.25 °C
2024-12-06 16:15:00,8.25 °C
2024-12-06 16:30:00,8.25 °C
2024-12-06 16:46:00,8.25 °C
2024-12-06 17:01:00,8.25 °C
2024-12-06 17:16:00,7.86 °C
2024-12-06 17:31:00,8.17 °C
2024-12-06 17:46:00,7.53 °C
2024-12-06 18:01:00,7.79 °C
2024-12-06 18:17:00,7.79 °C
2024-12-06 18:32:00,7.79 °C
2024-12-06 18:47:00,7.53 °C
2024-12-06 19:02:00,7.53 °C
2024-12-06 19:17:00,7.53 °C
2024-12-06 19:32:00,7.71 °C
2024-12-06 19:48:00,7.7 °C
2024-12-06 20:03:00,7.31 °C
2024-12-06 20:18:00,7.24 °C
2024-12-06 20:33:00,6.96 °C
2024-12-06 20:48:00,6.88 °C
2024-12-06 21:04:00,6.87 °C
2024-12-06 21:19:00,7.05 °C
2024-12-06 21:34:00,6.4 °C
2024-12-06 21:49:00,6.4 °C
2024-12-06 22:04:00,6.39 °C
2024-12-06 22:20:00,6.39 °C
2024-12-06 22:35:00,6.3 °C
2024-12-06 22:50:00,6.3 °C
2024-12-06 23:05:00,6.28 °C
2024-12-06 23:20:00,5.83 °C
2024-12-06 23:35:00,5.77 °C
2024-12-06 23:51:00,5.67 °C
2024-12-07 00:06:00,5.67 °C
2024-12-07 00:21:00,5.21 °C
2024-12-07 00:36:00,5.2 °C
2024-12-07 00:51:00,4.65 °C
2024-12-07 01:06:00,4.63 °C
2024-12-07 01:22:00,4.19 °C
2024-12-07 01:37:00,4.19 °C
2024-12-07 01:52:00,4.19 °C
2024-12-07 02:07:00,3.72 °C
2024-12-07 02:22:00,3.63 °C
2024-12-07 02:37:00,4.08 °C
2024-12-07 02:53:00,4.17 °C
2024-12-07 03:08:00,4.08 °C
2024-12-07 03:23:00,3.62 °C
2024-12-07 03:38:00,3.61 °C
2024-12-07 03:53:00,3.61 °C
2024-12-07 04:08:00,3.63 °C
2024-12-07 04:24:00,3.7 °C
2024-12-07 04:39:00,4.19 °C
2024-12-07 04:54:00,4.28 °C
2024-12-07 05:09:00,4.28 °C
2024-12-07 05:24:00,4.72 °C
2024-12-07 05:39:00,4.72 °C
2024-12-07 05:55:00,5.19 °C
2024-12-07 06:10:00,5.18 °C
2024-12-07 06:25:00,5.19 °C
2024-12-07 06:40:00,5.29 °C
2024-12-07 06:55:00,5.29 °C
2024-12-07 07:10:00,5.74 °C
2024-12-07 07:26:00,5.74 °C
2024-12-07 07:41:00,6.28 °C
2024-12-07 07:56:00,6.3 °C
2024-12-07 08:11:00,6.73 °C
2024-12-07 08:26:00,6.73 °C
2024-12-07 08:41:00,6.3 °C
2024-12-07 08:57:00,5.83 °C
2024-12-07 09:12:00,5.73 °C
2024-12-07 09:27:00,5.73 °C
2024-12-07 09:42:00,5.82 °C
2024-12-07 09:57:00,5.84 °C
2024-12-07 10:12:00,5.85 °C
2024-12-07 10:27:00,6.41 °C
2024-12-07 10:43:00,7.22 °C
2024-12-07 10:58:00,6.97 °C
2024-12-07 11:13:00,6.97 °C
2024-12-07 11:28:00,7.05 °C
2024-12-07 11:43:00,6.95 °C
2024-12-07 11:58:00,6.95 °C
2024-12-07 12:14:00,6.95 °C
2024-12-07 12:29:00,7.03 °C
2024-12-07 12:44:00,7.05 °C
2024-12-07 12:59:00,7.16 °C
2024-12-07 13:14:00,9.04 °C
2024-12-07 13:29:00,9.08 °C
2024-12-07 13:45:00,9.37 °C
2024-12-07 14:00:00,9.6 °C
2024-12-07 14:15:00,9.64 °C
2024-12-07 14:30:00,9.91 °C
2024-12-07 14:45:00,9.47 °C
2024-12-07 15:00:00,9.91 °C
2024-12-07 15:01:00,9.91 °C
2024-12-07 15:16:00,9.4 °C
2024-12-07 15:31:00,9.36 °C
2024-12-07 15:46:00,9.3 °C
2024-12-07 16:01:00,9.3 °C
2024-12-07 16:16:00,8.85 °C
2024-12-07 16:31:00,8.41 °C
2024-12-07 16:47:00,8.39 °C
2024-12-07 17:02:00,8.37 °C
2024-12-07 17:17:00,8.37 °C
2024-12-07 17:32:00,8.3 °C
2024-12-07 17:47:00,7.86 °C
2024-12-07 18:02:00,7.34 °C
2024-12-07 18:18:00,9.27 °C
2024-12-07 18:33:00,6.96 °C
2024-12-07 18:48:00,6.6 °C
2024-12-07 19:03:00,6.6 °C
2024-12-07 19:18:00,6.6 °C
2024-12-07 19:33:00,6.41 °C
2024-12-07 19:49:00,6.04 °C
2024-12-07 20:04:00,8.03 °C
2024-12-07 20:19:00,8.02 °C
2024-12-07 20:34:00,7.78 °C
2024-12-07 20:49:00,6.33 °C
2024-12-07 21:05:00,5.84 °C
2024-12-07 21:20:00,5.35 °C
2024-12-07 21:36:00,5.48 °C
2024-12-07 21:51:00,5.12 °C
2024-12-07 22:06:00,5.01 °C
2024-12-07 22:21:00,4.51 °C
2024-12-07 22:36:00,4.51 °C
2024-12-07 22:51:00,4.51 °C
2024-12-07 23:06:00,4.46 °C
2024-12-07 23:22:00,4.46 °C
2024-12-07 23:37:00,4.32 °C
2024-12-07 23:52:00,4.74 °C
2024-12-08 00:07:00,6.96 °C
2024-12-08 00:22:00,6.96 °C
2024-12-08 00:37:00,4.32 °C
2024-12-08 00:53:00,4.32 °C
2024-12-08 01:08:00,4.32 °C
2024-12-08 01:23:00,4.32 °C
2024-12-08 01:38:00,4.32 °C
2024-12-08 01:53:00,4.32 °C
2024-12-08 02:08:00,4.26 °C
2024-12-08 02:24:00,4.98 °C
2024-12-08 02:39:00,4.97 °C
2024-12-08 02:54:00,3.71 °C
2024-12-08 03:09:00,3.58 °C
2024-12-08 03:24:00,3.1 °C
2024-12-08 03:39:00,3.1 °C
2024-12-08 03:55:00,3.63 °C
2024-12-08 04:10:00,3.88 °C
2024-12-08 04:25:00,3.07 °C
2024-12-08 04:40:00,2.47 °C
2024-12-08 04:55:00,2.41 °C
2024-12-08 05:10:00,1.88 °C
2024-12-08 05:26:00,1.6 °C
2024-12-08 05:41:00,1.4 °C
2024-12-08 05:56:00,1.49 °C
2024-12-08 06:11:00,1.33 °C
2024-12-08 06:26:00,0.99 °C
2024-12-08 06:41:00,4.08 °C
2024-12-08 06:56:00,1.51 °C
2024-12-08 07:12:00,2.94 °C
2024-12-08 07:27:00,2.79 °C
2024-12-08 07:42:00,2.81 °C
2024-12-08 07:57:00,3.8 °C
2024-12-08 08:12:00,4.08 °C
2024-12-08 08:27:00,4.61 °C
2024-12-08 08:43:00,5.01 °C
2024-12-08 08:58:00,5.57 °C
2024-12-08 09:13:00,5.87 °C
2024-12-08 09:28:00,7.03 °C
2024-12-08 09:43:00,7.03 °C
2024-12-08 09:59:00,7.23 °C
2024-12-08 10:14:00,6.45 °C
2024-12-08 10:29:00,7.32 °C
2024-12-08 10:44:00,7.15 °C
2024-12-08 10:59:00,7.14 °C
2024-12-08 11:14:00,7.14 °C
2024-12-08 11:30:00,7.71 °C
2024-12-08 11:45:00,7.67 °C
2024-12-08 12:00:00,7.18 °C
2024-12-08 12:15:00,7.72 °C
2024-12-08 12:30:00,7.23 °C
2024-12-08 12:45:00,7.27 °C
2024-12-08 13:01:00,7.28 °C
2024-12-08 13:16:00,7.28 °C
2024-12-08 13:31:00,7.28 °C
2024-12-08 13:46:00,7.28 °C
2024-12-08 14:01:00,7.28 °C
2024-12-08 14:16:00,7.12 °C
2024-12-08 14:32:00,7.55 °C
2024-12-08 14:47:00,5.72 °C
2024-12-08 15:02:00,6.96 °C
2024-12-08 15:17:00,5.29 °C
2024-12-08 15:32:00,5.1 °C
2024-12-08 15:47:00,6.83 °C
2024-12-08 16:02:00,5.52 °C
2024-12-08 16:18:00,5.41 °C
2024-12-08 16:33:00,5.49 °C
2024-12-08 16:48:00,6.8 °C
2024-12-08 17:03:00,5.41 °C
2024-12-08 17:18:00,5.41 °C
2024-12-08 17:33:00,5.41 °C
2024-12-08 17:49:00,5.85 °C
2024-12-08 18:04:00,5.86 °C
2024-12-08 18:19:00,5.93 °C
2024-12-08 18:34:00,5.5 °C
2024-12-08 18:49:00,5.94 °C
2024-12-08 19:04:00,5.94 °C
2024-12-08 19:20:00,5.94 °C
2024-12-08 19:35:00,5.5 °C
2024-12-08 19:50:00,5.5 °C
2024-12-08 20:05:00,5.5 °C
2024-12-08 20:20:00,6.39 °C
2024-12-08 20:36:00,6.41 °C
2024-12-08 20:51:00,6.86 °C
2024-12-08 21:06:00,5.98 °C
2024-12-08 21:21:00,5.54 °C
2024-12-08 21:36:00,5.54 °C
2024-12-08 21:52:00,5.63 °C
2024-12-08 22:07:00,5.67 °C
2024-12-08 22:22:00,6.07 °C
2024-12-08 22:37:00,6.06 °C
2024-12-08 22:52:00,6.06 °C
2024-12-08 23:08:00,6.06 °C
2024-12-08 23:23:00,6.06 °C
2024-12-08 23:38:00,6.06 °C
2024-12-08 23:53:00,6.06 °C
2024-12-09 00:08:00,6.06 °C
2024-12-09 00:23:00,6.09 °C
2024-12-09 00:39:00,6.1 °C
2024-12-09 00:54:00,6.09 °C
2024-12-09 02:01:00,6.52 °C
2024-12-09 02:16:00,6.52 °C
2024-12-09 02:31:00,6.52 °C
2024-12-09 02:46:00,5.97 °C
2024-12-09 03:01:00,5.97 °C
2024-12-09 03:17:00,4.79 °C
2024-12-09 03:32:00,5.97 °C
2024-12-09 03:47:00,5.97 °C
2024-12-09 04:02:00,6.08 °C
2024-12-09 04:17:00,6.05 °C
2024-12-09 04:32:00,6.05 °C
2024-12-09 04:47:00,5.97 °C
2024-12-09 05:03:00,5.53 °C
2024-12-09 05:18:00,5.53 °C
2024-12-09 05:33:00,5.53 °C
2024-12-09 05:48:00,5.53 °C
2024-12-09 06:03:00,5.52 °C
2024-12-09 06:18:00,4.74 °C
2024-12-09 06:34:00,5.53 °C
2024-12-09 06:49:00,4.74 °C
2024-12-09 07:04:00,5.49 °C
2024-12-09 07:19:00,5.49 °C
2024-12-09 07:34:00,5.49 °C
2024-12-09 07:49:00,4.97 °C
2024-12-09 08:05:00,4.97 °C
2024-12-09 08:20:00,4.97 °C
2024-12-09 08:35:00,5.05 °C
2024-12-09 08:50:00,5.05 °C
2024-12-09 09:05:00,5.05 °C
2024-12-09 09:20:00,5.05 °C
2024-12-09 09:36:00,5.04 °C
2024-12-09 09:51:00,5.05 °C
2024-12-09 10:06:00,5.05 °C
2024-12-09 10:21:00,5.05 °C
2024-12-09 10:36:00,5.05 °C
2024-12-09 10:51:00,5.05 °C
2024-12-09 11:06:00,5.05 °C
2024-12-09 11:07:00,5.05 °C
2024-12-09 11:22:00,5.05 °C
2024-12-09 11:37:00,5.05 °C
2024-12-09 11:52:00,5.06 °C
2024-12-09 12:07:00,4.66 °C
2024-12-09 12:22:00,5.58 °C
2024-12-09 12:37:00,5.59 °C
2024-12-09 12:53:00,5.58 °C
2024-12-09 13:08:00,5.58 °C
2024-12-09 13:23:00,5.58 °C
2024-12-09 13:38:00,5.57 °C
2024-12-09 13:53:00,5.57 °C
2024-12-09 14:08:00,5.57 °C
2024-12-09 14:24:00,5.12 °C
2024-12-09 14:39:00,5.12 °C
2024-12-09 14:54:00,5.02 °C
2024-12-09 15:09:00,5.49 °C
2024-12-09 15:24:00,5.05 °C
2024-12-09 15:39:00,4.61 °C
2024-12-09 15:55:00,4.6 °C
2024-12-09 16:10:00,5.04 °C
2024-12-09 16:25:00,5.04 °C
2024-12-09 16:40:00,5.05 °C
2024-12-09 16:55:00,4.97 °C
2024-12-09 17:10:00,4.62 °C
2024-12-09 17:26:00,4.33 °C
2024-12-09 17:41:00,4.21 °C
2024-12-09 17:56:00,4.09 °C
2024-12-09 18:11:00,4.09 °C
2024-12-09 18:26:00,4.09 °C
2024-12-09 18:41:00,4.09 °C
2024-12-09 18:57:00,4.07 °C
2024-12-09 19:12:00,4.07 °C
2024-12-09 19:27:00,4.07 °C
2024-12-09 19:42:00,4.07 °C
2024-12-09 19:57:00,4.07 °C
2024-12-09 20:12:00,4.07 °C
2024-12-09 20:27:00,4.07 °C
2024-12-09 20:28:00,4.07 °C
2024-12-09 20:43:00,4.07 °C
2024-12-09 20:58:00,4.07 °C
2024-12-09 21:13:00,4.07 °C
2024-12-09 21:28:00,4.07 °C
2024-12-09 21:44:00,4.07 °C
2024-12-09 21:59:00,4.07 °C
2024-12-09 22:14:00,4.48 °C
2024-12-09 22:30:00,4.47 °C
2024-12-09 22:45:00,4.47 °C
2024-12-09 23:00:00,4.47 °C
2024-12-09 23:15:00,4.47 °C
2024-12-09 23:31:00,4.47 °C
2024-12-09 23:46:00,4.47 °C
2024-12-10 00:01:00,4.47 °C
2024-12-10 00:16:00,4.47 °C
2024-12-10 00:31:00,4.46 °C
2024-12-10 00:46:00,4.47 °C
2024-12-10 01:02:00,4.08 °C
2024-12-10 01:20:00,4.47 °C
2024-12-10 01:35:00,4.48 °C
2024-12-10 01:50:00,4.48 °C
2024-12-10 02:06:00,4.48 °C
2024-12-10 02:21:00,4.59 °C
2024-12-10 02:36:00,4.19 °C
2024-12-10 02:51:00,4.21 °C
2024-12-10 03:06:00,4.19 °C
2024-12-10 03:21:00,4.19 °C
2024-12-10 03:36:00,4.07 °C
2024-12-10 03:52:00,4.09 °C
2024-12-10 04:07:00,4.5 °C
2024-12-10 04:22:00,4.5 °C
2024-12-10 04:37:00,4.5 °C
2024-12-10 04:52:00,4.61 °C
2024-12-10 05:07:00,4.5 °C
2024-12-10 05:23:00,4.5 °C
2024-12-10 05:38:00,4.61 °C
2024-12-10 05:53:00,4.61 °C
2024-12-10 06:08:00,4.62 °C
2024-12-10 06:23:00,4.6 °C
2024-12-10 06:38:00,4.61 °C
2024-12-10 06:54:00,4.61 °C
2024-12-10 07:09:00,4.61 °C
2024-12-10 07:24:00,4.62 °C
2024-12-10 07:39:00,4.62 °C
2024-12-10 07:54:00,4.62 °C
2024-12-10 08:09:00,4.65 °C
2024-12-10 08:25:00,4.76 °C
2024-12-10 08:40:00,4.75 °C
2024-12-10 08:55:00,5.2 °C
2024-12-10 09:10:00,5.31 °C
2024-12-10 09:25:00,5.2 °C
2024-12-10 09:40:00,5.32 °C
2024-12-10 09:56:00,4.92 °C
2024-12-10 10:11:00,5.04 °C
2024-12-10 10:26:00,5.34 °C
2024-12-10 10:41:00,5.42 °C
2024-12-10 10:56:00,5.34 °C
2024-12-10 11:11:00,5.32 °C
2024-12-10 11:26:00,5.32 °C
2024-12-10 11:42:00,5.32 °C
2024-12-10 11:57:00,5.32 °C
2024-12-10 12:12:00,5.32 °C
2024-12-10 12:27:00,5.32 °C
2024-12-10 12:42:00,5.42 °C
2024-12-10 12:57:00,5.45 °C
2024-12-10 13:13:00,5.34 °C
2024-12-10 13:28:00,5.32 °C
2024-12-10 13:43:00,5.32 °C
2024-12-10 13:58:00,4.9 °C
2024-12-10 14:13:00,4.9 °C
2024-12-10 14:28:00,4.78 °C
